team_1,team_2,score,manager_1,manager_2,season,game_week
Botafogo RJ,EC Bahia,2:2 (0:1),Manager:   Caio Júnior,Manager:   Joel Santana,2011,28
Coritiba FC,Grêmio Porto Alegre,2:0 (1:0),Manager:   Marcelo Oliveira,Manager:   Celso Roth,2011,28
América MG,Atlético Mineiro,0:0 (0:0),Manager:   Mauro Fernandes,Manager:   Cuca,2011,28
Santos FC,SE Palmeiras,1:0 (0:0),Manager:   Muricy Ramalho,Manager:   Luiz Felipe Scolari,2011,28
Flamengo RJ,Fluminense RJ,3:2 (0:0),Manager:   Vanderlei Luxemburgo,Manager:   Abel Braga,2011,28
Internacional,Vasco da Gama,3:0 (0:0),Manager:   Osmar Loss,Manager:   Ricardo Gomes,2011,28
Corinthians SP,Atlético GO,3:0 (3:0),Manager:   Tite,Manager:   Gusmão,2011,28
Avaí FC,Atlético Paranaense,3:0 (3:0),Manager:   Paulo Silas,Manager:  ???,2011,28
Ceará SC,Figueirense,1:1 (1:1),Manager:  ???,Manager:   Jorginho,2011,28
São Paulo FC,Internacional,0:0 (0:0),Manager:   Paulo César Carpegiani,Manager:   Osmar Loss,2011,29
Grêmio Porto Alegre,Figueirense,1:3 (0:2),Manager:   Celso Roth,Manager:   Jorginho,2011,29
Avaí FC,Atlético GO,2:2 (1:2),Manager:   Paulo Silas,Manager:   Gusmão,2011,29
América MG,Ceará SC,4:1 (1:0),Manager:   Mauro Fernandes,Manager:  ???,2011,29
Corinthians SP,Botafogo RJ,0:2 (0:2),Manager:   Tite,Manager:   Caio Júnior,2011,29
Flamengo RJ,SE Palmeiras,1:1 (0:0),Manager:   Vanderlei Luxemburgo,Manager:   Luiz Felipe Scolari,2011,29
EC Bahia,Cruzeiro EC,0:0 (0:0),Manager:   Joel Santana,Manager:   Vágner Mancini,2011,29
Fluminense RJ,Coritiba FC,3:1 (1:1),Manager:   Abel Braga,Manager:   Marcelo Oliveira,2011,29
Atlético Mineiro,Santos FC,2:1 (1:0),Manager:   Cuca,Manager:   Muricy Ramalho,2011,29
Atlético Paranaense,Vasco da Gama,2:2 (2:0),Manager:  ???,Manager:   Ricardo Gomes,2011,29
Figueirense,América MG,2:1 (0:1),Manager:   Jorginho,Manager:   Mauro Fernandes,2011,30
Ceará SC,Flamengo RJ,0:1 (0:1),Manager:  ???,Manager:   Vanderlei Luxemburgo,2011,30
SE Palmeiras,Fluminense RJ,1:2 (0:1),Manager:   Luiz Felipe Scolari,Manager:   Abel Braga,2011,30
Santos FC,Grêmio Porto Alegre,0:1 (0:1),Manager:   Muricy Ramalho,Manager:   Celso Roth,2011,30
Botafogo RJ,Atlético Paranaense,2:0 (1:0),Manager:   Caio Júnior,Manager:  ???,2011,30
Internacional,Avaí FC,4:2 (0:1),Manager:   Osmar Loss,Manager:   Paulo Silas,2011,30
Cruzeiro EC,Corinthians SP,0:1 (0:0),Manager:   Vágner Mancini,Manager:   Tite,2011,30
Vasco da Gama,Atlético Mineiro,2:0 (2:0),Manager:   Ricardo Gomes,Manager:   Cuca,2011,30
Coritiba FC,EC Bahia,0:0 (0:0),Manager:   Marcelo Oliveira,Manager:   Joel Santana,2011,30
Atlético GO,São Paulo FC,3:0 (1:0),Manager:   Gusmão,Manager:   Paulo César Carpegiani,2011,30
SE Palmeiras,Figueirense,1:2 (0:1),Manager:   Luiz Felipe Scolari,Manager:   Jorginho,2011,31
Fluminense RJ,Atlético Mineiro,0:2 (0:2),Manager:   Abel Braga,Manager:   Cuca,2011,31
Avaí FC,Botafogo RJ,3:2 (2:1),Manager:   Paulo Silas,Manager:   Caio Júnior,2011,31
América MG,Grêmio Porto Alegre,2:2 (1:1),Manager:   Mauro Fernandes,Manager:   Celso Roth,2011,31
São Paulo FC,Coritiba FC,0:0 (0:0),Manager:   Paulo César Carpegiani,Manager:   Marcelo Oliveira,2011,31
Internacional,Corinthians SP,1:1 (0:0),Manager:   Osmar Loss,Manager:   Tite,2011,31
Atlético Paranaense,Ceará SC,1:0 (1:0),Manager:  ???,Manager:  ???,2011,31
EC Bahia,Vasco da Gama,0:2 (0:1),Manager:   Joel Santana,Manager:   Ricardo Gomes,2011,31
Flamengo RJ,Santos FC,1:1 (0:0),Manager:   Vanderlei Luxemburgo,Manager:   Muricy Ramalho,2011,31
Cruzeiro EC,Atlético GO,3:2 (1:1),Manager:   Vágner Mancini,Manager:   Gusmão,2011,31
Santos FC,Atlético Paranaense,4:1 (1:0),Manager:   Muricy Ramalho,Manager:  ???,2011,32
Botafogo RJ,Cruzeiro EC,1:0 (0:0),Manager:   Caio Júnior,Manager:   Vágner Mancini,2011,32
Ceará SC,Fluminense RJ,1:2 (1:1),Manager:  ???,Manager:   Abel Braga,2011,32
Corinthians SP,Avaí FC,2:1 (0:1),Manager:   Tite,Manager:   Paulo Silas,2011,32
Vasco da Gama,São Paulo FC,0:0 (0:0),Manager:   Ricardo Gomes,Manager:   Paulo César Carpegiani,2011,32
Grêmio Porto Alegre,Flamengo RJ,4:2 (1:2),Manager:   Celso Roth,Manager:   Vanderlei Luxemburgo,2011,32
Figueirense,EC Bahia,2:1 (0:0),Manager:   Jorginho,Manager:   Joel Santana,2011,32
Atlético Mineiro,SE Palmeiras,2:1 (1:0),Manager:   Cuca,Manager:   Luiz Felipe Scolari,2011,32
Coritiba FC,América MG,3:1 (2:1),Manager:   Marcelo Oliveira,Manager:   Mauro Fernandes,2011,32
Atlético GO,Internacional,0:1 (0:0),Manager:   Gusmão,Manager:   Osmar Loss,2011,32
Botafogo RJ,Figueirense,0:1 (0:1),Manager:   Caio Júnior,Manager:   Jorginho,2011,33
Atlético Mineiro,Grêmio Porto Alegre,2:0 (1:0),Manager:   Cuca,Manager:   Celso Roth,2011,33
EC Bahia,São Paulo FC,4:3 (0:1),Manager:   Joel Santana,Manager:   Paulo César Carpegiani,2011,33
Santos FC,Vasco da Gama,2:0 (1:0),Manager:   Muricy Ramalho,Manager:   Ricardo Gomes,2011,33
Flamengo RJ,Cruzeiro EC,5:1 (1:1),Manager:   Vanderlei Luxemburgo,Manager:   Vágner Mancini,2011,33
Avaí FC,Ceará SC,1:2 (0:1),Manager:   Paulo Silas,Manager:  ???,2011,33
América MG,Corinthians SP,2:1 (1:1),Manager:   Mauro Fernandes,Manager:   Tite,2011,33
SE Palmeiras,Coritiba FC,0:2 (0:1),Manager:   Luiz Felipe Scolari,Manager:   Marcelo Oliveira,2011,33
Internacional,Fluminense RJ,1:2 (1:2),Manager:   Osmar Loss,Manager:   Abel Braga,2011,33
Atlético Paranaense,Atlético GO,2:1 (0:1),Manager:  ???,Manager:   Gusmão,2011,33
São Paulo FC,Avaí FC,2:0 (0:0),Manager:   Paulo César Carpegiani,Manager:   Paulo Silas,2011,34
Fluminense RJ,América MG,1:2 (0:1),Manager:   Abel Braga,Manager:   Mauro Fernandes,2011,34
Figueirense,Atlético Mineiro,2:1 (0:1),Manager:   Jorginho,Manager:   Cuca,2011,34
Corinthians SP,Atlético Paranaense,2:1 (2:0),Manager:   Tite,Manager:  ???,2011,34
Ceará SC,Santos FC,2:3 (2:1),Manager:  ???,Manager:   Muricy Ramalho,2011,34
Coritiba FC,Flamengo RJ,2:0 (2:0),Manager:   Marcelo Oliveira,Manager:   Vanderlei Luxemburgo,2011,34
Grêmio Porto Alegre,SE Palmeiras,2:2 (0:1),Manager:   Celso Roth,Manager:   Luiz Felipe Scolari,2011,34
Vasco da Gama,Botafogo RJ,2:0 (1:0),Manager:   Ricardo Gomes,Manager:   Caio Júnior,2011,34
Cruzeiro EC,Internacional,1:0 (1:0),Manager:   Vágner Mancini,Manager:   Osmar Loss,2011,34
Atlético GO,EC Bahia,0:1 (0:1),Manager:   Gusmão,Manager:   Joel Santana,2011,34
Fluminense RJ,Grêmio Porto Alegre,5:4 (1:2),Manager:   Abel Braga,Manager:   Celso Roth,2011,35
Internacional,EC Bahia,1:0 (1:0),Manager:   Osmar Loss,Manager:   Joel Santana,2011,35
Atlético Paranaense,São Paulo FC,1:0 (1:0),Manager:  ???,Manager:   Paulo César Carpegiani,2011,35
América MG,Botafogo RJ,2:1 (2:0),Manager:   Mauro Fernandes,Manager:   Caio Júnior,2011,35
SE Palmeiras,Vasco da Gama,1:1 (0:1),Manager:   Luiz Felipe Scolari,Manager:   Ricardo Gomes,2011,35
Avaí FC,Cruzeiro EC,0:0 (0:0),Manager:   Paulo Silas,Manager:   Vágner Mancini,2011,35
Ceará SC,Corinthians SP,0:1 (0:0),Manager:  ???,Manager:   Tite,2011,35
Santos FC,Atlético GO,1:1 (0:1),Manager:   Muricy Ramalho,Manager:   Gusmão,2011,35
Flamengo RJ,Figueirense,0:0 (0:0),Manager:   Vanderlei Luxemburgo,Manager:   Jorginho,2011,35
Atlético Mineiro,Coritiba FC,2:1 (1:0),Manager:   Cuca,Manager:   Marcelo Oliveira,2011,35
São Paulo FC,América MG,3:1 (2:0),Manager:   Paulo César Carpegiani,Manager:   Mauro Fernandes,2011,36
Vasco da Gama,Avaí FC,2:0 (0:0),Manager:   Ricardo Gomes,Manager:   Paulo Silas,2011,36
Grêmio Porto Alegre,Ceará SC,1:3 (1:1),Manager:   Celso Roth,Manager:  ???,2011,36
Corinthians SP,Atlético Mineiro,2:1 (0:0),Manager:   Tite,Manager:   Cuca,2011,36
Botafogo RJ,Internacional,1:2 (0:1),Manager:  ???,Manager:   Osmar Loss,2011,36
Cruzeiro EC,Atlético Paranaense,1:1 (1:1),Manager:   Vágner Mancini,Manager:  ???,2011,36
Atlético GO,Flamengo RJ,0:0 (0:0),Manager:   Gusmão,Manager:   Vanderlei Luxemburgo,2011,36
Figueirense,Fluminense RJ,0:4 (0:0),Manager:   Jorginho,Manager:   Abel Braga,2011,36
Coritiba FC,Santos FC,1:0 (0:0),Manager:   Marcelo Oliveira,Manager:   Muricy Ramalho,2011,36
EC Bahia,SE Palmeiras,0:2 (0:1),Manager:   Joel Santana,Manager:   Luiz Felipe Scolari,2011,36
SE Palmeiras,São Paulo FC,1:0 (0:0),Manager:   Luiz Felipe Scolari,Manager:   Émerson Leão,2011,37
Santos FC,EC Bahia,1:1 (1:1),Manager:   Muricy Ramalho,Manager:   Joel Santana,2011,37
Flamengo RJ,Internacional,1:0 (1:0),Manager:   Vanderlei Luxemburgo,Manager:   Osmar Loss,2011,37
Fluminense RJ,Vasco da Gama,1:2 (0:0),Manager:   Abel Braga,Manager:   Ricardo Gomes,2011,37
Grêmio Porto Alegre,Atlético GO,2:2 (0:1),Manager:   Celso Roth,Manager:   Gusmão,2011,37
Atlético Mineiro,Botafogo RJ,4:0 (2:0),Manager:   Cuca,Manager:  ???,2011,37
Figueirense,Corinthians SP,0:1 (0:0),Manager:   Jorginho,Manager:   Tite,2011,37
Coritiba FC,Avaí FC,1:0 (0:0),Manager:   Marcelo Oliveira,Manager:   Paulo Silas,2011,37
América MG,Atlético Paranaense,2:1 (1:0),Manager:   Mauro Fernandes,Manager:  ???,2011,37
Ceará SC,Cruzeiro EC,2:2 (1:1),Manager:  ???,Manager:   Vágner Mancini,2011,37
Corinthians SP,SE Palmeiras,0:0 (0:0),Manager:   Tite,Manager:   Luiz Felipe Scolari,2011,38
São Paulo FC,Santos FC,4:1 (3:0),Manager:   Émerson Leão,Manager:   Muricy Ramalho,2011,38
Internacional,Grêmio Porto Alegre,1:0 (0:0),Manager:   Osmar Loss,Manager:   Celso Roth,2011,38
Cruzeiro EC,Atlético Mineiro,6:1 (4:0),Manager:   Vágner Mancini,Manager:   Cuca,2011,38
Atlético GO,América MG,5:1 (3:0),Manager:   Gusmão,Manager:   Mauro Fernandes,2011,38
Atlético Paranaense,Coritiba FC,1:0 (0:0),Manager:  ???,Manager:   Marcelo Oliveira,2011,38
EC Bahia,Ceará SC,2:1 (2:1),Manager:   Joel Santana,Manager:  ???,2011,38
Avaí FC,Figueirense,1:1 (1:0),Manager:   Paulo Silas,Manager:   Jorginho,2011,38
Botafogo RJ,Fluminense RJ,1:1 (1:1),Manager:  ???,Manager:   Abel Braga,2011,38
Vasco da Gama,Flamengo RJ,1:1 (1:0),Manager:   Ricardo Gomes,Manager:   Vanderlei Luxemburgo,2011,38
SE Palmeiras,Portuguesa (SP),1:1 (1:0),Manager:   Luiz Felipe Scolari,Manager:   Geninho,2012,1
Sport Club Recife,Flamengo RJ,1:1 (0:0),Manager:   Vágner Mancini,Manager:   Joel Santana,2012,1
Figueirense,Clube Náutico,2:1 (0:0),Manager:   Argél,Manager:   Alexandre Gallo,2012,1
Botafogo RJ,São Paulo FC,4:2 (0:1),Manager:   Oswaldo de Oliveira,Manager:   Émerson Leão,2012,1
Corinthians SP,Fluminense RJ,0:1 (0:0),Manager:   Tite,Manager:   Abel Braga,2012,1
Internacional,Coritiba FC,2:0 (2:0),Manager:   Dorival Júnior,Manager:   Marcelo Oliveira,2012,1
Ponte Preta,Atlético Mineiro,0:1 (0:0),Manager:  Gilson Kleina,Manager:   Cuca,2012,1
Vasco da Gama,Grêmio Porto Alegre,2:1 (1:1),Manager:   Cristovão Borges,Manager:   Vanderlei Luxemburgo,2012,1
Cruzeiro EC,Atlético GO,0:0 (0:0),Manager:   Celso Roth,Manager:   Adilson Batista,2012,1
EC Bahia,Santos FC,0:0 (0:0),Manager:   Falcão,Manager:   Muricy Ramalho,2012,1
Flamengo RJ,Internacional,3:3 (2:1),Manager:   Joel Santana,Manager:   Dorival Júnior,2012,2
Portuguesa (SP),Vasco da Gama,0:1 (0:1),Manager:   Geninho,Manager:   Cristovão Borges,2012,2
Atlético GO,Ponte Preta,1:1 (1:0),Manager:   Adilson Batista,Manager:  Gilson Kleina,2012,2
Clube Náutico,Cruzeiro EC,0:0 (0:0),Manager:   Alexandre Gallo,Manager:   Celso Roth,2012,2
Santos FC,Sport Club Recife,0:0 (0:0),Manager:   Muricy Ramalho,Manager:   Vágner Mancini,2012,2
São Paulo FC,EC Bahia,1:0 (0:0),Manager:   Émerson Leão,Manager:   Falcão,2012,2
Atlético Mineiro,Corinthians SP,1:0 (0:0),Manager:   Cuca,Manager:   Tite,2012,2
Coritiba FC,Botafogo RJ,2:3 (1:2),Manager:   Marcelo Oliveira,Manager:   Oswaldo de Oliveira,2012,2
Fluminense RJ,Figueirense,2:2 (1:0),Manager:   Abel Braga,Manager:   Argél,2012,2
Grêmio Porto Alegre,SE Palmeiras,1:0 (0:0),Manager:   Vanderlei Luxemburgo,Manager:   Luiz Felipe Scolari,2012,2
Sport Club Recife,SE Palmeiras,2:1 (1:1),Manager:   Vágner Mancini,Manager:   Luiz Felipe Scolari,2012,3
Atlético GO,Grêmio Porto Alegre,0:1 (0:0),Manager:   Adilson Batista,Manager:   Vanderlei Luxemburgo,2012,3
Vasco da Gama,Clube Náutico,4:2 (2:0),Manager:   Cristovão Borges,Manager:   Alexandre Gallo,2012,3
Atlético Mineiro,EC Bahia,1:1 (0:0),Manager:   Cuca,Manager:   Falcão,2012,3
Coritiba FC,Portuguesa (SP),2:0 (2:0),Manager:   Marcelo Oliveira,Manager:   Geninho,2012,3
Santos FC,Fluminense RJ,1:1 (1:1),Manager:   Muricy Ramalho,Manager:   Abel Braga,2012,3
Internacional,São Paulo FC,1:0 (1:0),Manager:   Dorival Júnior,Manager:   Émerson Leão,2012,3
Ponte Preta,Flamengo RJ,2:2 (1:1),Manager:  Gilson Kleina,Manager:   Joel Santana,2012,3
Botafogo RJ,Cruzeiro EC,2:3 (1:0),Manager:   Oswaldo de Oliveira,Manager:   Celso Roth,2012,3
Corinthians SP,Figueirense,1:1 (1:0),Manager:   Tite,Manager:   Argél,2012,3
Flamengo RJ,Coritiba FC,3:1 (2:1),Manager:   Joel Santana,Manager:   Marcelo Oliveira,2012,4
SE Palmeiras,Atlético Mineiro,0:1 (0:0),Manager:   Luiz Felipe Scolari,Manager:   Cuca,2012,4
Portuguesa (SP),Atlético GO,2:0 (0:0),Manager:   Geninho,Manager:   Adilson Batista,2012,4
Fluminense RJ,Internacional,0:0 (0:0),Manager:   Abel Braga,Manager:   Dorival Júnior,2012,4
Grêmio Porto Alegre,Corinthians SP,2:0 (2:0),Manager:   Vanderlei Luxemburgo,Manager:   Tite,2012,4
EC Bahia,Vasco da Gama,1:2 (0:2),Manager:   Falcão,Manager:   Cristovão Borges,2012,4
São Paulo FC,Santos FC,1:0 (1:0),Manager:   Émerson Leão,Manager:   Muricy Ramalho,2012,4
Cruzeiro EC,Sport Club Recife,1:0 (0:0),Manager:   Celso Roth,Manager:   Vágner Mancini,2012,4
Figueirense,Ponte Preta,0:0 (0:0),Manager:   Argél,Manager:  Gilson Kleina,2012,4
Clube Náutico,Botafogo RJ,3:2 (2:0),Manager:   Alexandre Gallo,Manager:   Oswaldo de Oliveira,2012,4
Internacional,Botafogo RJ,1:2 (1:0),Manager:   Dorival Júnior,Manager:   Oswaldo de Oliveira,2012,5
Cruzeiro EC,Figueirense,1:0 (0:0),Manager:   Celso Roth,Manager:   Argél,2012,5
Fluminense RJ,Portuguesa (SP),4:1 (1:0),Manager:   Abel Braga,Manager:   Geninho,2012,5
Flamengo RJ,Santos FC,1:0 (0:0),Manager:   Joel Santana,Manager:   Muricy Ramalho,2012,5
SE Palmeiras,Vasco da Gama,1:1 (0:0),Manager:   Luiz Felipe Scolari,Manager:   Cristovão Borges,2012,5
São Paulo FC,Atlético Mineiro,1:0 (1:0),Manager:   Émerson Leão,Manager:   Cuca,2012,5
EC Bahia,Sport Club Recife,2:1 (1:0),Manager:   Falcão,Manager:   Vágner Mancini,2012,5
Ponte Preta,Corinthians SP,1:0 (1:0),Manager:  Gilson Kleina,Manager:   Tite,2012,5
Coritiba FC,Atlético GO,3:0 (1:0),Manager:   Marcelo Oliveira,Manager:   Adilson Batista,2012,5
Clube Náutico,Grêmio Porto Alegre,1:0 (0:0),Manager:   Alexandre Gallo,Manager:   Vanderlei Luxemburgo,2012,5
Vasco da Gama,Cruzeiro EC,1:3 (0:1),Manager:   Cristovão Borges,Manager:   Celso Roth,2012,6
Portuguesa (SP),São Paulo FC,1:0 (0:0),Manager:   Geninho,Manager:   Émerson Leão,2012,6
Atlético Mineiro,Clube Náutico,5:1 (3:1),Manager:   Cuca,Manager:   Alexandre Gallo,2012,6
Corinthians SP,SE Palmeiras,2:1 (1:1),Manager:   Tite,Manager:   Luiz Felipe Scolari,2012,6
Grêmio Porto Alegre,Flamengo RJ,2:0 (1:0),Manager:   Vanderlei Luxemburgo,Manager:   Joel Santana,2012,6
Figueirense,EC Bahia,1:1 (0:0),Manager:   Argél,Manager:   Falcão,2012,6
Botafogo RJ,Ponte Preta,1:2 (1:1),Manager:   Oswaldo de Oliveira,Manager:  Gilson Kleina,2012,6
Santos FC,Coritiba FC,2:2 (1:0),Manager:   Muricy Ramalho,Manager:   Marcelo Oliveira,2012,6
Sport Club Recife,Internacional,0:2 (0:2),Manager:   Vágner Mancini,Manager:   Dorival Júnior,2012,6
Atlético GO,Fluminense RJ,1:4 (1:2),Manager:   Adilson Batista,Manager:   Abel Braga,2012,6
Cruzeiro EC,São Paulo FC,2:3 (1:2),Manager:   Celso Roth,Manager:   Mílton Cruz,2012,7
Clube Náutico,Fluminense RJ,0:2 (0:1),Manager:   Alexandre Gallo,Manager:   Abel Braga,2012,7
Vasco da Gama,Ponte Preta,3:2 (1:2),Manager:   Cristovão Borges,Manager:  Gilson Kleina,2012,7
Portuguesa (SP),Santos FC,0:0 (0:0),Manager:   Geninho,Manager:   Muricy Ramalho,2012,7
Coritiba FC,Sport Club Recife,2:3 (2:1),Manager:   Marcelo Oliveira,Manager:   Vágner Mancini,2012,7
EC Bahia,Internacional,1:1 (1:0),Manager:   Falcão,Manager:   Dorival Júnior,2012,7
Flamengo RJ,Atlético GO,3:2 (1:1),Manager:   Joel Santana,Manager:   Adilson Batista,2012,7
SE Palmeiras,Figueirense,3:1 (1:1),Manager:   Luiz Felipe Scolari,Manager:   Argél,2012,7
Grêmio Porto Alegre,Atlético Mineiro,0:1 (0:1),Manager:   Vanderlei Luxemburgo,Manager:   Cuca,2012,7
Corinthians SP,Botafogo RJ,1:3 (0:1),Manager:   Tite,Manager:   Oswaldo de Oliveira,2012,7
Botafogo RJ,EC Bahia,3:0 (2:0),Manager:   Oswaldo de Oliveira,Manager:   Falcão,2012,8
Internacional,Cruzeiro EC,2:1 (2:0),Manager:   Dorival Júnior,Manager:   Celso Roth,2012,8
Atlético GO,Clube Náutico,0:1 (0:1),Manager:   Adilson Batista,Manager:   Alexandre Gallo,2012,8
Fluminense RJ,Flamengo RJ,1:0 (1:0),Manager:   Abel Braga,Manager:   Joel Santana,2012,8
Santos FC,Grêmio Porto Alegre,4:2 (2:0),Manager:   Muricy Ramalho,Manager:   Vanderlei Luxemburgo,2012,8
São Paulo FC,Coritiba FC,3:1 (2:0),Manager:   Mílton Cruz,Manager:   Marcelo Oliveira,2012,8
Figueirense,Vasco da Gama,1:1 (0:1),Manager:   Argél,Manager:   Cristovão Borges,2012,8
Atlético Mineiro,Portuguesa (SP),2:0 (1:0),Manager:   Cuca,Manager:   Geninho,2012,8
Ponte Preta,SE Palmeiras,1:0 (1:0),Manager:  Gilson Kleina,Manager:   Luiz Felipe Scolari,2012,8
Sport Club Recife,Corinthians SP,1:1 (0:0),Manager:   Vágner Mancini,Manager:   Tite,2012,8
Corinthians SP,Clube Náutico,2:1 (1:1),Manager:   Tite,Manager:   Alexandre Gallo,2012,9
Figueirense,Atlético Mineiro,3:4 (2:1),Manager:   Argél,Manager:   Cuca,2012,9
Ponte Preta,Coritiba FC,4:1 (1:1),Manager:  Gilson Kleina,Manager:   Marcelo Oliveira,2012,9
Botafogo RJ,Fluminense RJ,1:1 (0:0),Manager:   Oswaldo de Oliveira,Manager:   Abel Braga,2012,9
Internacional,Santos FC,0:0 (0:0),Manager:   Dorival Júnior,Manager:   Muricy Ramalho,2012,9
Cruzeiro EC,Grêmio Porto Alegre,1:3 (0:2),Manager:   Celso Roth,Manager:   Vanderlei Luxemburgo,2012,9
EC Bahia,Flamengo RJ,1:2 (1:1),Manager:   Falcão,Manager:   Joel Santana,2012,9
Vasco da Gama,Atlético GO,1:0 (1:0),Manager:   Cristovão Borges,Manager:   Adilson Batista,2012,9
SE Palmeiras,São Paulo FC,1:1 (0:1),Manager:   Luiz Felipe Scolari,Manager:   Mílton Cruz,2012,9
Sport Club Recife,Portuguesa (SP),2:1 (1:0),Manager:   Vágner Mancini,Manager:   Geninho,2012,9
Santos FC,Botafogo RJ,0:0 (0:0),Manager:   Muricy Ramalho,Manager:   Oswaldo de Oliveira,2012,10
Grêmio Porto Alegre,Sport Club Recife,3:1 (0:1),Manager:   Vanderlei Luxemburgo,Manager:   Vágner Mancini,2012,10
Portuguesa (SP),Cruzeiro EC,0:2 (0:0),Manager:   Geninho,Manager:   Celso Roth,2012,10
Clube Náutico,Ponte Preta,3:0 (1:0),Manager:   Alexandre Gallo,Manager:  Gilson Kleina,2012,10
Flamengo RJ,Corinthians SP,0:3 (0:2),Manager:   Joel Santana,Manager:   Tite,2012,10
São Paulo FC,Vasco da Gama,0:1 (0:0),Manager:   Mílton Cruz,Manager:   Cristovão Borges,2012,10
Atlético Mineiro,Internacional,3:1 (1:0),Manager:   Cuca,Manager:   Dorival Júnior,2012,10
Fluminense RJ,EC Bahia,4:0 (0:0),Manager:   Abel Braga,Manager:   Falcão,2012,10
Coritiba FC,SE Palmeiras,1:1 (0:1),Manager:   Marcelo Oliveira,Manager:   Luiz Felipe Scolari,2012,10
Atlético GO,Figueirense,3:2 (1:1),Manager:   Adilson Batista,Manager:   Argél,2012,10
Vasco da Gama,Santos FC,2:0 (1:0),Manager:   Cristovão Borges,Manager:   Muricy Ramalho,2012,11
Sport Club Recife,Atlético Mineiro,1:4 (1:1),Manager:   Vágner Mancini,Manager:   Cuca,2012,11
Corinthians SP,Portuguesa (SP),1:1 (0:1),Manager:   Tite,Manager:   Geninho,2012,11
SE Palmeiras,Clube Náutico,3:0 (2:0),Manager:   Luiz Felipe Scolari,Manager:   Alexandre Gallo,2012,11
Internacional,Atlético GO,4:1 (1:1),Manager:   Fernandão,Manager:   Adilson Batista,2012,11
Cruzeiro EC,Flamengo RJ,1:0 (1:0),Manager:   Celso Roth,Manager:   Joel Santana,2012,11
Figueirense,São Paulo FC,0:2 (0:1),Manager:  ???,Manager:   Mílton Cruz,2012,11
Botafogo RJ,Grêmio Porto Alegre,0:1 (0:0),Manager:   Oswaldo de Oliveira,Manager:   Vanderlei Luxemburgo,2012,11
Ponte Preta,Fluminense RJ,1:2 (0:1),Manager:  Gilson Kleina,Manager:   Abel Braga,2012,11
EC Bahia,Coritiba FC,2:2 (1:0),Manager:   Falcão,Manager:   Marcelo Oliveira,2012,11
Ponte Preta,Sport Club Recife,1:1 (1:1),Manager:  Gilson Kleina,Manager:   Vágner Mancini,2012,12
Figueirense,Internacional,0:1 (0:1),Manager:   Hélio dos Anjos,Manager:   Fernandão,2012,12
Vasco da Gama,Botafogo RJ,1:0 (0:0),Manager:   Cristovão Borges,Manager:   Oswaldo de Oliveira,2012,12
Clube Náutico,Coritiba FC,3:4 (2:1),Manager:   Alexandre Gallo,Manager:   Marcelo Oliveira,2012,12
Corinthians SP,Cruzeiro EC,2:0 (1:0),Manager:   Tite,Manager:   Celso Roth,2012,12
Grêmio Porto Alegre,Fluminense RJ,1:0 (0:0),Manager:   Vanderlei Luxemburgo,Manager:   Abel Braga,2012,12
Atlético GO,São Paulo FC,4:3 (4:1),Manager:   Adilson Batista,Manager:   Mílton Cruz,2012,12
Flamengo RJ,Portuguesa (SP),0:0 (0:0),Manager:   Dorival Júnior,Manager:   Geninho,2012,12
SE Palmeiras,EC Bahia,0:2 (0:0),Manager:   Luiz Felipe Scolari,Manager:   Falcão,2012,12
Atlético Mineiro,Santos FC,2:0 (1:0),Manager:   Cuca,Manager:   Muricy Ramalho,2012,12
Internacional,Vasco da Gama,0:0 (0:0),Manager:   Fernandão,Manager:   Cristovão Borges,2012,13
Coritiba FC,Grêmio Porto Alegre,2:1 (0:0),Manager:   Marcelo Oliveira,Manager:   Vanderlei Luxemburgo,2012,13
Botafogo RJ,Figueirense,1:0 (0:0),Manager:   Oswaldo de Oliveira,Manager:   Hélio dos Anjos,2012,13
Fluminense RJ,Atlético Mineiro,0:0 (0:0),Manager:   Abel Braga,Manager:   Cuca,2012,13
São Paulo FC,Flamengo RJ,4:1 (2:0),Manager:   Mílton Cruz,Manager:   Dorival Júnior,2012,13
Sport Club Recife,Atlético GO,0:0 (0:0),Manager:   Vágner Mancini,Manager:   Adilson Batista,2012,13
EC Bahia,Corinthians SP,0:0 (0:0),Manager:   Falcão,Manager:   Tite,2012,13
Santos FC,Ponte Preta,2:1 (1:0),Manager:   Muricy Ramalho,Manager:  Gilson Kleina,2012,13
Cruzeiro EC,SE Palmeiras,2:1 (1:0),Manager:   Celso Roth,Manager:   Luiz Felipe Scolari,2012,13
Portuguesa (SP),Clube Náutico,3:1 (1:1),Manager:   Geninho,Manager:   Alexandre Gallo,2012,13
SE Palmeiras,Internacional,0:1 (0:1),Manager:   Luiz Felipe Scolari,Manager:   Fernandão,2012,14
Atlético GO,Botafogo RJ,1:2 (1:0),Manager:   Adilson Batista,Manager:   Oswaldo de Oliveira,2012,14
Portuguesa (SP),Figueirense,2:0 (0:0),Manager:   Geninho,Manager:   Hélio dos Anjos,2012,14
Vasco da Gama,Corinthians SP,0:0 (0:0),Manager:   Cristovão Borges,Manager:   Tite,2012,14
